CookerStat, GenerateAssetRegistry=0.035621, Initialize=0.172056, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_0, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/NewPaperTileMap.uasset, AutoPackageBackupDelegate=0.105347, FlushAsyncLoading=0.005733, FlushStreamingFunc=0.079993, BlockTillAllRequestsFinished=0.006944, ResetLoadersForSaveUnMarkAllObjects=0.348035, TagPackageExports=0.087541, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.474211, GatherLocalizableTextData=0.659853, MarkNames=0.009660, SerializeSummary=0.022337, SerializeNames=0.044674, SerializeGatherableTextData=0.004530, BuildExportMap=0.022337, SortExportsNonSeekfree=0.010565, SortExportsSeekfreeConstructor=0.076368, SortExportsSeekfreeInner=0.446744, SortExportsSeekfree=0.002716, BuildDependencyMap=0.013884, SerializeImportMap=0.009056, SerializeExportMap=0.004832, SerializeDependencyMap=0.001509, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.042863, SerializeExports=1.832552, SerializeBulkData=0.022639, MoveFile=0.543036, UnaccountedTime=0.777572, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionId18ECE1C048ED94EB0E988AB6E00DF2DC_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DC77E534FB010A50F6F508E3D6E4B44__1_0_13123_0, StartTime=2016.09.14-22.17.55, HierarchicalDDC=, DataSize=458, Duration=1.347777, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdFAD382354B93B2BBD6981C938DF9617F_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C205EBCD4F15E4B8F3FF06BABA3133CA__1_0_13123_0, StartTime=2016.09.14-22.18.04, HierarchicalDDC=, DataSize=506, Duration=1.204096, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdFAD382354B93B2BBD6981C938DF9617F_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_60E7AD0E44805EE70596A199C293AC67__1_0_13123_0, StartTime=2016.09.14-22.18.17, HierarchicalDDC=, DataSize=458, Duration=1.392152, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdFAD382354B93B2BBD6981C938DF9617F_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_79A167AC4EDB4A226DEB5688C71A5C08__1_0_13123_0, StartTime=2016.09.14-22.18.22, HierarchicalDDC=, DataSize=458, Duration=2.029665, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdFAD382354B93B2BBD6981C938DF9617F_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E85D8D0944DF2AC9E910EBB60863F740__1_0_13123_0, StartTime=2016.09.14-22.18.27, HierarchicalDDC=, DataSize=458, Duration=1.886286, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdC2F3C2864CF6B5AF3FEBC181C51FF7DE_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_62CEB24F49833C5ED87D9EB4AEF4DB35__1_0_13123_0, StartTime=2016.09.14-22.18.33, HierarchicalDDC=, DataSize=458, Duration=1.326647, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_39, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/TopDownBP/Maps/TopDownExampleMap.umap, AutoPackageBackupDelegate=2.518970, FlushAsyncLoading=0.003017, FlushStreamingFunc=0.038940, BlockTillAllRequestsFinished=0.006035, ResetLoadersForSaveUnMarkAllObjects=49.588860, TagPackageExports=1.454934, BeginCacheForCookedPlatformData=0.002112, SerializeImports=2.668392, GatherLocalizableTextData=12.141165, MarkNames=0.076976, SerializeSummary=0.015695, SerializeNames=0.462137, SerializeGatherableTextData=0.026867, BuildExportMap=0.375506, SortExportsNonSeekfree=0.769727, SortExportsSeekfreeConstructor=0.059165, SortExportsSeekfreeInner=24.119030, SortExportsSeekfree=0.005737, BuildDependencyMap=0.119533, SerializeImportMap=0.057053, SerializeExportMap=0.051316, SerializeDependencyMap=0.013281, SerializeStringAssetReferenceMap=0.002112, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.169987, SerializeExports=5.547170, SerializeBulkData=140.719452, MoveFile=18.833872, UnaccountedTime=0.747692, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_40, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/Player/TopDownCharacter.uasset, AutoPackageBackupDelegate=1.894433, FlushAsyncLoading=0.004828, FlushStreamingFunc=0.028979, BlockTillAllRequestsFinished=0.003323, ResetLoadersForSaveUnMarkAllObjects=0.122551, TagPackageExports=4.154414, BeginCacheForCookedPlatformData=0.003926, SerializeImports=4.560105, GatherLocalizableTextData=47.937115, MarkNames=0.049505, SerializeSummary=0.013582, SerializeNames=0.253558, SerializeGatherableTextData=0.041656, BuildExportMap=0.168134, SortExportsNonSeekfree=0.618801, SortExportsSeekfreeConstructor=0.009660, SortExportsSeekfreeInner=13.548710, SortExportsSeekfree=0.004530, BuildDependencyMap=0.046786, SerializeImportMap=0.013888, SerializeExportMap=0.026260, SerializeDependencyMap=0.005737, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.748847, SerializeExports=4.732467, SerializeBulkData=0.004828, MoveFile=26.956457, UnaccountedTime=0.670418, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionIdA4DAB02E4FB9377EBC4CEBB5A82EDC61_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B0303A446AF26A6A8785F97F9594D6F_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.09.14-22.45.44, Duration=8.904390, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
DDCTransactionId18ECE1C048ED94EB0E988AB6E00DF2DC_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B0303A446AF26A6A8785F97F9594__91E9C8B8B31A027BA7EDC768665CC8CC29742F7D, StartTime=2016.09.14-22.45.44, HierarchicalDDC=, DataSize=131382, Duration=1.216773, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_41, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/NewPaperTileMap.uasset, AutoPackageBackupDelegate=29.036533, FlushAsyncLoading=0.007845, FlushStreamingFunc=0.100520, BlockTillAllRequestsFinished=0.006035, ResetLoadersForSaveUnMarkAllObjects=0.176888, TagPackageExports=0.118930, BeginCacheForCookedPlatformData=0.001207, SerializeImports=0.687320, GatherLocalizableTextData=0.460025, MarkNames=0.005435, SerializeSummary=0.011470, SerializeNames=0.031695, SerializeGatherableTextData=0.003923, BuildExportMap=0.016604, SortExportsNonSeekfree=0.005733, SortExportsSeekfreeConstructor=0.060070, SortExportsSeekfreeInner=0.474818, SortExportsSeekfree=0.002716, BuildDependencyMap=0.006638, SerializeImportMap=0.004828, SerializeExportMap=0.003926, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.003625, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030786, SerializeExports=1.759507, SerializeBulkData=0.005435, MoveFile=0.674039, UnaccountedTime=0.611253, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
SavePackageTransactionId5BCC1C70492DE3A3ECADF6B06EE26598_42, Filename=../../../../../../Users/Demonic/Documents/Unreal Projects/MonsterGame/Content/MonsterGame/PlayerMonsters/Sprites/grass.uasset, AutoPackageBackupDelegate=1.877230, FlushAsyncLoading=0.004526, FlushStreamingFunc=0.049204, BlockTillAllRequestsFinished=0.005431, ResetLoadersForSaveUnMarkAllObjects=0.125572, TagPackageExports=0.059769, BeginCacheForCookedPlatformData=0.001810, SerializeImports=0.488095, GatherLocalizableTextData=0.053730, MarkNames=0.003926, SerializeSummary=0.011470, SerializeNames=0.024147, SerializeGatherableTextData=0.001207, BuildExportMap=0.010263, SortExportsNonSeekfree=0.004530, SortExportsSeekfreeConstructor=0.056446, SortExportsSeekfreeInner=0.121042, SortExportsSeekfree=0.003021, BuildDependencyMap=0.005733, SerializeImportMap=0.005133, SerializeExportMap=0.004224, SerializeDependencyMap=0.001207, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.412416, SerializeExports=0.125874, SerializeBulkData=0.015996, MoveFile=1.125313, UnaccountedTime=0.606120, RunGuid=RunIDD4E66BA649E24754D4E83F8CC4623CD8
